/api/products/1
/api/products/1	4/17/2024
/api/products/1	4/17/2024, 10:29:57 AM
/api/user	4/17/2024, 10:33:19 AM
/api/user	4/17/2024, 10:33:28 AM
/api/user	4/17/2024, 10:39:35 AM
/api/users	4/17/2024, 10:39:40 AM
/api/users	4/17/2024, 10:41:09 AM
/api/users	4/17/2024, 10:45:07 AM
/api/products	4/17/2024, 10:50:51 AM
/api/products	4/17/2024, 10:52:18 AM
/api/products	4/17/2024, 10:54:52 AM
/api/products	4/17/2024, 10:55:16 AM
/api/products	4/17/2024, 10:55:29 AM
/api/products	4/17/2024, 10:55:57 AM
/api/products	4/17/2024, 10:56:52 AM
/api/products	4/17/2024, 11:28:32 AM
/api/products	4/17/2024, 11:28:50 AM
/api/products	4/17/2024, 11:51:57 AM
/api/products	4/17/2024, 11:53:11 AM
